id,title,author,grade,text,char,valence,arousal,dominance
42675,*Symone*,symone,5,(سيمون) سيدة، إنّها تحبّها، أمّها تظنّها مجنونة، لكنّها أحياناً كسولة، لا بأس لأنّ هذا طفلها. هذا طفلها.,151,3.3688693046569824,3.253086566925049,3.2108373641967773
23700,Avonlea,symphonia,5,في ساحة (هاريسون) السيدة (لافندار) تزوجت للتو أمام الصدى (آني) تشرب الشاي مع (بول) في منزل جدته,416,3.0757603645324707,2.9651641845703125,3.135744333267212
27113,The Picture,t,5,هناك لوحة على جدار انها معلقة في القاعة كل ليلة تتغير وتعيد ترتيب تتحول إلى رجل مروع يحوي نفسه مع مروحة ولكن عندما أستيقظ في الصباح أدرك أنها مملة جدا!,219,2.4149537086486816,3.429421901702881,2.9831717014312744
64709,A Waterfall,t,5,منظر جميل. يمكنك أن تراه بعينيك. يمكنك أن تسمعه. يمكنك أن تتساءل عن احتماله.,118,3.814689159393311,3.535884141921997,3.2659249305725098
47142,The Tack I sat On,t,5,في أحد الأيام كنت آكل الغداء، بهذه البساطة. ثم جلست على حق صفعة على رقعة، أن تاك كان مدبب، مدبب لا شك، وهذا هو السبب في أنني قفزت مع صراخ وصراخ. من ذلك اليوم تعلمت درسا فكر قبل أن تجلس وغدائك سيكون لطيفا.,380,3.11429500579834,3.4064512252807617,3.2418200969696045
98310,baseball,t.j,5,"Bababab & lt; bbr و وgt; fun, faun, ative & lt;br وgt; لونغ, صلب, Waird&&&lt; br & & & Wgt; tireنج, weerd, مضحك, أفضل",94,3.654261350631714,3.392148494720459,3.31544828414917
69915,My Dog,t.j.,5,كلبي ناعم ولطيف جداً. لم يفعل أي شيء ليزعجني أبداً. ما عدا مضغ كل شيء أملكه! في بعض الأحيان أغضب منه كثيراً أواجهه وأصارعه حتى لا أستطيع مصارعته بعد الآن. إنه يضربني دائماً على أي حال. لا أهتم حقاً رغم ذلك. لقد مضغ كل شيء من الجوارب، والألعاب، والبنطال، والألعاب، والألعاب، والورق حتى زوجين من الملابس الداخلية! ذلك المسكين المسكين، هذا الثياب الداخلية. إنه يدفعني للجنون!! أنا ما زلت أحبه رغم ذلك. نحن نلعب ولدينا مثل أي ولد آخر وكلبه.,497,2.759591579437256,3.535483121871948,3.301718473434448
94662,Summer,ta&apos;nea,5,الصيف هو وقت للمتعة عندما نذهب للسباحة وعندما نلعب في الشمس ثم نذهب في الصالة الرياضية,103,3.578236818313598,3.2469468116760254,3.29839301109314
60095,The Ugly Things I Hate,ta&apos;nisha,5,الشياطين حمراء، النار حارة، أتساءل إن كنت جلست في وعاء، ستسخن في رأسك.,89,2.8400206565856934,3.2812066078186035,3.090790271759033
61024,Polk a polk Dots,ta&apos;qiyya,5,أنظر على الأرض و أرى نقاط بيضاء صغيرة على العشب الأخضر أرى نقاطاً تتساقط نقطة على الأرض في كل مكان أرى نقاطاً صغيرة,228,3.4054882526397705,3.3875112533569336,3.206970691680908
50457,Just me,tabatha,5,ربما يكون النحل مضحكًا أنّك تعزف الموسيقى، سيتركون فوضىً في عينيك الشعريّة، إنّها مُلحّة، ربّما لا تفعل ذلك، لكنّك لا تكرهني.,198,3.1224210262298584,3.3518357276916504,3.286928415298462
21560,I  Love  Puppies,tabatha,5,الجراء هي اللعوب. الجراء لطيفة. الجراء تأتي في العديد من الألوان، البني، الأسود، الرمادي والأبيض. بعضها شوهد، بعضها لا. أنا لا أهتم لأنني أحب الجراء.,169,3.86641263961792,3.4897537231445312,3.339634656906128
