id,title,author,grade,text,char,valence,arousal,dominance
108435,THE HOUSE,danielle    maya,8,في البيت، على الرغم من أنه قد يبدو عادياً، تأتي هالووووين يصبح مشهداً، الجانبين، والجالون، والوحوش، تأتي وتبحث عن ما تبحث عنه: تتغذى من النفوس المليئة بالخوف، كانت تنتظر هذه الليلة كل عام الأطفال الصغار المليئة بالسكر، مشاهدة السماء تنتظر، تنتظر كوابيسهم لتصبح حقيقة. خوفهم، جعل الوحش أقوى، تقريباً في السيطرة، مستعداً لبدء أساطيرهم من جديد. قادماً عبر الأرض، راكباً عبر السماء، الوحوش قادمة من أجل خوفهم التالي,877,3.0838725566864014,3.450575828552246,3.1465888023376465
108421,Wicked Witch,danielle and julia,8,أتمنى أن تكون قد مرت فقط من قبل. من يهتم بالأشباح، الساحرات تخيفني أكثر. تلك الساحرة لديها قوى شريرة، يمكنها أن تحولني إلى سحلية، فأر، أو أزهار. يمكنها أن تصنع الجرعات السيئة، التي يمكن أن تسبب ضجة. تغطّي الثقوب أنفها الأخضر المعوج، لديها مظهر شرير من شعرها المتفرّش إلى أصابع قدميها. فقط فكرة كونها قريبة، تجعل جسدي يرتجف مع الخوف. الريح هي التي تهمس اسمي، آه! هل تلك عيناها الشريرة تحدق في وجهي من خلال لوح نافذتي؟,846,2.4544193744659424,3.55810022354126,2.963068723678589
108751,Dogs,dannia,8,"""الكلاب هي مرحة"" ""يحبون تشغيل الكلاب يلعبون"" ""ثم يرقدون في الصيف"" ""الشمس"" ""أطنان المرح""",87,4.034885406494141,3.566922426223755,3.38384222984314
29126,Night,dannie,8,الحب هو مثل طائرة طائرة ورقية تحب الضوء قلت أنني أحب الليل مثل أبيض يحب الطيران من الحب إلى الحق,94,4.110625267028809,3.7254714965820312,3.363575220108032
29327,White light,dannie,8,الضوء مشرق لذا أبعد الضوء الأبيض عن نظري أحاول أن أكون مهذباً لذا دعونا نأخذ رحلة عالية كطائرة ورقية مثل طائر في الليل,145,3.22622299194336,3.371071577072144,3.3193929195404053
14974,&apos;&apos;LoNlYnEsS,danny,8,في الحياة هناك ممر تأخذ ما إذا كان صحيحاً سواء إيمانها أو الحقيقة من يوم إلى يوم. النهار يمر في النهار يذهب بشكل رائع ولكن لا تزال تسأل نفسك لماذا؟ لماذا أشعر بهذه الطريقة. تنظر إلى نفسك وتسأل ماذا؟ ما هو شعوري بداخلي؟ دموعي تبكي كما أبكي في الظلام ليلاً لكنني ما زلت أسأل نفسي لماذا أشعر بهذا الهمس بداخلي.,367,2.5036349296569824,3.2411017417907715,2.890467882156372
53564,The Ocean,dannyperk678,8,المحيط أكثر متعة من المدينة البحرية تزين ضوء البحر الشاطئ مثل السجادة على الأرض,105,3.80912971496582,3.347548484802246,3.329178094863892
17495,Stress,dara,8,كنت قد سمعت الكثير من أنت، كتب أجدادي لك، تحدثت معك، كان والديّ يزورانك، ما هو عنك الذي يجعل زياراتك تبدو محتوماً، الإجهاد،,1029,2.6750082969665527,3.253801107406616,3.0521602630615234
101345,Nature,dara and chad,8,تهب في الرياح مما يخلق تأثيراً عاطفياً... ........................................................................................................................................................................................................................................................................................................................,138,2.9689769744873047,3.226250171661377,3.0731263160705566
101334,Animals,dara and chad,8,بقدر ما ترى العين، تحجب بصرك، عجائب الليل. تُصنع عجائب للنجاة.,109,3.410605192184448,3.548675060272217,3.201951503753662
