id,title,author,grade,text,char,valence,arousal,dominance
65985,IN THE SUN,damon,6,يمكنك أن تحصل على الكثير من المرح عندما تلعب في الشمس يمكنك أن تلوح بمروحة يمكنك أن تلعب في الرمال أو يمكنك أن تشرب طن حتى لا يكون لديك,154,3.629617214202881,3.431696891784668,3.3791396617889404
33302,Shadows of light,dan,6,ظلال الضوء، من الصعب شرح، أين سيكون، ذلك غير معروف، فقط اتبعني، أعرف أين أذهب، سأتبع ظلال الضوء،,236,3.088067054748535,3.266398429870605,3.2124972343444824
33290,In the sun,dan,6,في عيونهم أرى الشمس، والظلال تأتي، وأنا لن تشغيل، والظلام أنا لست خائفا، قالوا لي أن أحاول والهرب ولكن عندما أنظر في عيونهم أرى الشمس، وأنا أعلم أنني آمن عندما أنا هنا، وأنا أعلم أنني أرى الشمس في عينيك،,504,3.4088211059570312,3.486375331878662,3.2377190589904785
18050,Wish Poem,dan,6,أتمنى لو كنت أنا (توني هالك) على نصف أنبوب,68,3.293873310089112,3.3800082206726074,3.251514673233032
31497,FISH,dan,6,سمك أزرق أحمر و أحمر و أخضر,39,3.159974813461304,2.8935704231262207,3.1284778118133545
57275,Smiles,dan,6,الإبتسامات، الإبتسامات في كل مكان حول الإبتسامات، الإبتسامات لا تعبس. عندما تبتسم يعني ذلك أنك سعيد، إذا لم تفعل سأعتقد أنك حزين. لذا ضع ابتسامة، كن سعيداً!,157,4.178609371185303,3.8078768253326416,3.4214322566986084
87108,The golfball,dan,6,كرة الغولف لا تزن طناً ولكن عندما ألعب بها أحصل على فتحة في واحدة كرة الغولف بيضاء عندما أضربها كالطائرة الورقية,138,3.3139355182647705,3.228531837463379,3.291447877883911
87096,The Wind,dan,6,الرياح كانت قوية جداً جداً لقد نفخت شعري الذي كان طويلاً,161,2.8367035388946533,3.395670413970948,3.115429162979126
17371,Skateboarding,dan,6,بينما أقفز على لوح التزحلق بلدي على لوح التزحلق بلدي المزلاجات والعجلات تدفعني على سطح الخرسانة الناعمة ثم أنا 5-0 وكبح جماح بقعة الهبوط مثالياً,272,3.2292520999908447,3.3521170616149902,3.287872552871704
57266,Watch,dan,6,هذا هو الصوت الذي تصدره ساعتي، إنه يخبرني بالوقت، هذا ما يجعلني أقوّي.,97,3.2264323234558105,3.156747341156006,3.2295172214508057
63610,Basketballs,dan,6,أحب أن ألعب كرة السلة و أحب أن أصور الكرة التي أحب أن أحظى بها وأتحسن إذا كنت تحب أن تلعب كرة السلة يجب أن تلعبها و هي طريقة للتأقلم,254,4.189465045928955,3.7960007190704346,3.426079511642456
75256,The Pancake Cart Man,dan,6,"كان هناك رجل عربة فطائر، كان يعيش بالقرب من البحر، كل صباح كان يصنع لي الفطائر، في صباح يوم من صباح يوم من صباح يوم الملك، الذي طلب من رجل عربة الفطيرة أن يجعل رجل عربة الفطيرة يغنّي، قال رجل عربة الفطيرة: ""مستحيل."" تحدّق الملك وقال: ""لا يصدّق!"" ""هل أنت رجل عربة الفطيرة الغنائية؟"" قال رجل عربة الفطائر: ""لا أن أخي يعيش في مقلّة!"" ""!""",384,3.3512353897094727,3.644106864929199,3.2599122524261475
92938,My grandma&apos;s kittens,dan,6,ثم عدد المفاتيح على لوحة المفاتيح، ثم الكلمات على لوحة غرفة صفك، ثم أكثر من حجم برج الانقليس، ثم أكثر من القطرات التي تستخدمها في حمامك، ثم أكثر من المال الذي تنفقه على الغاز، هذا هو مقدار ما تملكه جدتي من قطط.,256,3.2163870334625244,3.253711700439453,3.231504201889038
21121,Dogs,dan,6,الكلاب صفراء وجميلة وخضراء وبعضها بني وسوداء على ظهرها وبعضها ذكي وبعضها ليس كذلك وبعضها كبير وبعضها صغير ومجعد وبعضها لطيف وبعضها ليس كذلك,198,3.167971134185791,3.063711404800415,3.179352283477783
21033,Dirt Biking,dan,6,أحب الشعور بالطيران أو العوم في الهواء أحب الخوف من السقوط تقريباً أو تقريباً الذهاب لقضبان المقبض أحب رائحة الإطارات الطازجة,171,3.7903122901916495,3.6248221397399902,3.249345541000366
33742,Outside In Nature,dana,6,ما أراه في الخارج في الطبيعة هي الطيور التي تطير في جميع أنحاء كل وقت لا حول الوقت للتوقف، والفراشات حتى الضوء والرقيق ينجرف الحق على العشب ما أشتمه في الخارج في الطبيعة هو العشب الأخضر الطازج في جميع أنحاء المكان وهواء الربيع الجديد ليس هناك مكان بدونه ما أسمعه خارج في الطبيعة,630,3.645482301712036,3.393064022064209,3.262084722518921
103346,fire,dana,6,إحراق مروع محرقة محرقة محرقة محرقة من الماء الذي يرش الماء,101,3.0760529041290283,3.4744911193847656,3.140864133834839
108589,Summer,dana,6,الصوت الذي يأتي من الأطفال المبتهجين، أووو، هاها. الدفء قبالة الشمس كحارة كحارق، الذي يدعو إلى واقي الشمس. لا تبدأ في أن تكون لئيمة،,248,3.782715797424317,3.7317686080932617,3.30325698852539
54181,My Teacher,dana,6,هل تعرف من تكون معلمتي بالطبع,76,3.914853811264038,3.7282910346984863,3.360898017883301
16428,The Dog Next Door,dana,6,هناك كلب يعيش في الباب المجاور. يمكنك دائماً أن تجده على الأرض. بأذنين عاليتين وعيناه سوداء جداً، يبدو كأنه سيضربه. يمضغ الكرات التي يمضغها على الجوارب. هو مثل هذا الثعلب الصغير الماكر. لا يمكنك أبداً الوثوق به مع تلك الشمعة في عينه. لكن أحياناً يمكنه أن يكون فطيرة جميلة. يمكنه أن يكون مزعجاً، يمكنه أن يكون لطيفاً. لكنه يحب دائماً القليل من المتعة الجيدة.,389,3.334648609161377,3.3343753814697266,3.2321455478668213
24295,Painting,dana,6,"أنا أسأل صديقي: كم عدد الرؤوس التي ترونها؟ "" ماذا تعني بـ 2. أرى ثلاثة. انظر خلف الخطوط التي تبدو وكأنها جيرس. أخيراً وجدته. ""الوجه الثالث هنا!"" بينما نمضي قدماً. نرى لوحات تلك الابتسامة واللوحات التي تعبس. رأينا كل هذه، فقط بالنظر حولنا. لماذا لا تأتي، انظر إلى اللوحات معي. هل سترون، رأسان، أو ثلاثة.",401,3.140220880508423,3.3143224716186523,3.213421106338501
60896,"Duck, Duck",dana,6,بطة، بطة، كيف حالك؟ بطة، بطة، أنا أيضاً، بطة، بطة إلى أين ستطير؟,104,3.2918243408203125,3.688609123229981,3.224031686782837
15676,MY DOG,dana,6,كلبي صغير. تمشي في الردهة. مع شنج. لديها معطف رملي. لهذا السبب نسميها رملية. أو أنا اختلقت الاسم Wende. هي سيئة. مثل صخرة. هي صلبة الرأس. مثل حصان. لديها أنف. انها صغيرة.,227,2.7286906242370605,2.99640154838562,3.1158335208892822
43609,My Dog Turned Into A Hog,dana,6,لدي كلب أليف يحب أن يطارد الضفادع لقد لف بعض الحبر والآن هو وردي والآن لدي خنزير,106,3.486170530319214,3.613290309906006,3.3834445476531982
43797,Life,danae,6,الحياة ليست كما تبدو، إنها مثل سفينة مبحرة أسفل جدول، تدعو كل حركة المرور خلال الليل، تنتظر للحصول على رخصتي لأنني أعرف أنها صحيحة. أنت تقول أن هذا ليس عدلاً، لكن كل ما تفعله هو التحديق. الحياة ليست كما تبدو، أنت تعرف ما أعنيه.,250,2.7206273078918457,3.235560178756714,3.0348331928253174
