text,text_verified,verified
"تقول وداعا لوالديك للصيف. في البداية قد تكون مشكلة. تصل وترى كل أصدقائك... المتعة لا يمكن أن تنتهي! الجلوس تحت نار المخيم أكل أكثر من ذلك؟ الرماية والفخار والرحلات! قد يكون هناك بعض القرادة &#x85; بعد شهرين.. هل قلت لي أن أغادر اليوم؟ هل يمكنني البقاء من فضلك! النجم الأزرق هو بيتي الأبدي!","","false"
"أمّي كيتي أمّي كيتي،إنها حلوةُ مثل السكرِ هي محبوبة كحيوان محشو هي دافئة كمعطف شتوي أمّي قطّة كَانَ عِنْدَها فراءُ ناعمُ حريري هي دائماً تَسْألُ عن وجباتِها هي محبة كقطّة صغيرة ماما كيتي لعوبة مثل جرو، وأحياناً كسولة مثل السحلية، وخجولة مثل سلطعون الرمال. ماما كيتي تحب التسلق مثل اليرقة، إنها مستمعة جيدة جداً ولا تكشف أسراري. ماما كيتي تحب المغامرات، وتحب الاستلقاء على العشب. ماما كيتي، أحبك!!","","false"
"مرحبا اسمي فريد أنا سمكة كبيرة ربما تظن أنني آكل كثيراً لقد ارتكبت خطأ للتو لأنني لا آكل على الإطلاق أنا فقط آكل بعض شرائح اللحم","","false"
"عندما تمشي السيدة برادوك في الغرفة كلنا نصيح ونصرخ ولكن عندما يتحدث براندون سوف تقول "توقف عن الكلام قبل أن أصفعك".السيدة برادوك ليست غاضبة وهذا كل ما لدي لأقوله الآن.","","false"
"هو مضحك هو يقفز في الأرجاء ويلعب بشكل غريب لا هو لئيم ومتذمر هو رائع ضعها هكذا","","false"
"سلاحف سباحة باردة، خضراء، ذات حراشف تأكل الأسماك الصغيرة، تأكل الصراصير تصاب بالخوف عندما تلتقطها سلاحف سباحة باردة، خضراء، ذات حراشف.","","false"
"حيواناتي الأليفة سموكي وفريدي، قطة وسمكة كما ترى. وعندما تتجمع معا، يمكن أن تسبب كارثة! عادة فريدي، فريسة مطاردة لقطتي الصغيرة. ولكن عادة سموكي، يتجنب سمكتي طوال اليوم. آمل أنه عندما ينمو سموكي، آمل ألا يرى.أن فريدي المسكين، العجوز، هو وجبة خفيفة! يا لي!","","false"
"تقريباً كل مساء آكل الشوكولاتة. تقريباً في كل مرة أبتلع قرشاً، لكن هذا جيد. أعرف أنني سأموت يوما ما. أنظر نجمة تتساقط. يبدو أنها قد تكون شوكولاتة. أتساءل إن كنت أستطيع أن أمسكها في فمي. أتساءل إن كان مذاقها مثل مارشملو من زميل ودود.","","false"
"تشيس أوه تشيس له وجه، تشيس أوه تشيس يحب وجهه، تشيس أوه تشيس يحب الوجوه، تشيس أوه تشيس يحب وجه كل شخص، تشيس أوه الوجه المفضل لتشيس هو، تشيس أوه وجه تشيس، الشيء الوحيد هو أن تشيس عار.","","false"
"أصعب من جدار من الطوب، أصعب من كرة، أصعب من سقوط من ارتفاع 500 قدم أصعب من مضرب معدني أصعب من كوخ ذهبي أصعب من المشي لمسافات طويلة وركوب الدراجات معًا أصعب من الرؤية في الظلام الدامس هكذا صعبة بعض ألعاب الفيديو","","false"
"أنا أحب ساقيّ، ساقيّ مميزتان أستطيع الركض كل يوم، أحب ساقيّ إنهما مفيدان","","false"
"كلبي لطيف كلبي جميل أحب كلبي","","false"
"معظم السيارات العائمة تذهب طول الطريق إلى المريخ، كل ما يمكنك رؤيته هو النجوم الصفراء اللامعة.","","false"
"أنت وعر مثل الحصى. أنت مقرمش مثل ألواح الكرنش. عندما قُطعت بدا صوتك وكأنك دهست بسيارة. عندما ألمسك، تشعر بالنعومة. بداخلك، تبدو كبذرة كبيرة. طعمك مثل الماء الحار عندما يصل إلى فمي. فلفلنا رائحته مثل العشب المقصوص. قل لي، لماذا لديك بذور بداخلك؟ بواسطة: تشيس، نيك، وليندسي","","false"
"لقد استرخيت لساعات وساعات، مستنشقا زهورًا جميلة. بعد أن انتهت تلك الساعات الطويلة، ذهبت ووجدت ورقة برسيم ذات أربع أوراق. لكن بينما كنت أمسك بالبرسيم، بدأت أعطس، ويبدو أن ذلك أزعج مجموعة من النحل. ركضت وركضت، تمامًا كما في القاعة، لكن بصوت ارتطام، اصطدمت بجدار من الطوب. تسلقت فوقه مباشرة، إلى بيتي، وها أنا أجلس لأكتب، هادئًا مثل الفأر.","","false"
"اذهب 71 هو يدور حول المضمار وهو في المركز الأول ويتحرك بسرعة حول المضمار. سقط ثم نهوض وركب دراجته النارية الترابية وما زال في المركز الأول.","","false"
"أحب أن آكل البسكويت بملعقة. أريد أن آكلهم, لكن أمي رفضت.","","false"
"ساطع جدًا جدًا. يلمع مثل النجوم في الليل. على النجوم والخطوط.","","false"
"أزرق، أزرق، أزرق أيها الذي يظهر لونك؟ أصفر، أصفر، أصفر هنري لونغفيلو أحمر، أحمر، أحمر هو لون رأسك.","","false"
"لماذا أحبك، وجهك اللطيف هناك، أنت لست لطيفًا كثيرًا فلماذا أحبك؟ هل تحبني أيضًا؟ أكرهك! لا أحبك، أوه لماذا لا تحبني؟ لهذا السبب بدأت أكرهك","","false"
"1 بعد 2َ ربطت حذائي. 3 بعد 4 أغلقت الباب بقوة. 5 بعد 6 أسقطت بعض العصي. 7 بعد  8 أستلقيت مستقيما. 9 بعد الـ 10 وجدت دجاجة. 11 بعد الـ 12 شخص قرع الجرس. 13 بعد الـ 14 ضرب رأسي. 15 بعد الـ 16 كلبي لعب دور الميت. 17 بعد الـ 18 آذيت ساقي. 19 بعد الـ 20 ذهبت أخيرا إلى السرير.","","false"
"تقريبًا كل بعد ظهر، أعود دائمًا إلى المنزل وأكل البيتزا بواسطة ملعقة. لكن اليوم كان محرجًا جدًا، لذا لم أفعل ذلك بعد الظهر","","false"
"شوكولاتة شوكولاتة شوكولاتة شوكولاتة صلبة شوكولاتة ناعمة شوكولاتة لذيذة جدًا جدًا. تذوق شوكولاتة هيرشي. هذه بعضها فقط. شوكولاتة خفيفة شوكولاتة داكنة شوكولاتة فادج خفيفة جدًا. المكسرات وشوكولاتة الشوكولاتة. شوكولاتة سنيكرز أيضًا. شوكولاتة ساخنة شوكولاتة باردة لا تنسَ آيس كريم الشوكولاتة. أخيرًا، وأفضل شيء، أحب شوكولاتة الكريمة المخفوقة.","","false"
"طلبت من أمي مصروفي اليومي... رفضت طلبت من صديقي وجبته الخفيفة... أعطاني قال إنه سيأتي الآن... وصل عند وصوله غير رأيه... بكيت نسيت أن أطعم سمكتي الذهبية... ماتت لكن حصلت على واحدة جديدة اليوم... مفاجأة!","","false"
"لا يعتقد أحد أن هناك شمس. تشرق الشمس في الصباح. الشمس مشرقة.","","false"
"حان وقت النوم، تقول أمي فأستلقي.5, 4, 3, 2, 1 انطلاق فورًا أسقط في النوم فورًا، مباشرةً إلى أحلامي أحلّق عبر المجرة,في كل أنحاء العالم ثم أعود مباشرةً,إلى سريري في الوقت المناسب تمامًا لدخول أمي.","","false"
"مكان رائع جدًا للتعلم، مكان متميز ومذهل","","false"
"هناك شيء في المرآة لا أعرف ما هو لكنه يحدق بي مباشرة لا أعرف ما هو إنه يفعل كل ما أفعله أوه هذا أنا","","false"
"أنا جاك، أقف على رف. أركض في المضمار آكل الوجبات الخفيفة. أكره التحف الصغيرة. أنا جاك!!!!!!!!!!","","false"
"تشيلسي تحب التشجيع. تكره السبانخ كل يوم أكل البسكويت. تحب المرح. هي تحب الدلافين. كل يوم أتصل بصديقتي كيلي. أليكسيس هي واحدة من أفضل أصدقائي.","","false"
"جاء الجرذ الكبير السمين عبر الباب. لكنه رأى القطة الكبيرة السمينة. كانت القطة الكبيرة الضخمة لا تزال جالسة على الحصيرة. ثم انزلق مباشرة بجانب تلك القطة الكبيرة السمينة. شمّت القطة الضخمة الجرذ الكبير السمين. ثم أكلته تلك القطة. ثم جلست القطة الكبيرة الضخمة مرة أخرى على الحصيرة.","","false"
"حلوة وجميلة هي بيضاء وسوداء، كبيرة مضحكة رائعة، رائعة ذكية","","false"
"الشخص هو الشخص بغض النظر عن صغره <br/>\na الشخص هو الشخص بغض النظر عن طوله<br\>\na الشخص هو الشخص حان الوقت لأن تدرك<br/>الشخص هو شخص <br/>مهما كان حجمه.","","false"
"تقريبًا كل يوم، آكل الموز مع بعض القش. كل مساء تمامًا عند الساعة السابعة، آكل الموز مع كيفين. عندما أستيقظ، كان لدي ألم في المعدة. لأن الموز والقش، تسببوا لي في ذلك في الطريق.","","false"
"استيقظت في صباح واحد وخنزير كان على رأسي. سألت, "ما الذي تفعله هناك؟" نظر إلي وقال. "سريرك مريح أكثر من سريري. شعرك فيه طين أكثر مني. رائحة قدمك أسوأ من أخي! أغطيتك أكثر قذارة من حظيرتي! على كل حال، أعتقد أنني أحب المكان هنا. "نظرت إليه وقلت، "أعتقد أنه حان وقت حمامي."","","false"
"عندما استيقظت في صباح أحد الأيام، كان هناك ثعبان على رأسي. سألت: "ما الذي تفعله هناك؟" نظرت إليّ وقالت: , ..." "أنا مستلقي هنا بسبب أني أشعر بالملل، ليس لدي شيء آخر لأفعله." "قلت، "حسناً، تصرف كالكلب. اذهب بعيداً وامضغ حذاء."","","false"
"السكر والتوابل جميلة جداً. الورود حمراء، النرجس أصفر وأنت لطيف. الفراشات جميلة وكذلك أنت. تعال لنطير إلى السماء أنا و أنت!","","false"
"إذا تركتني ستكون لنفسي فجوة سوداء كبيرة؛ وسيكون لقلبِي ثقب عندما ينادون باسمنا الأخير، لن أتمكن من السيطرة؛ لن أتمكن أبدًا من السيطرة إذا قررت أن تتركني.","","false"
"تعلمت أن تاريخي كان له اسم، والتاريخ الأسود هو اسمه. لا أعتقد أن تاريخي لعبة، الطلاب الآخرون يعتقدون أنه ممل. ربما إذا تعلموا أفكارهم لن تكون نفسها.","","false"
