text,text_verified,verified
"يا إلهي! يا إلهي! لا أستطيع القيام بأعمالي المنزلية! بالأمس قام خنزيران بريان بأعمالي. واليوم طلبت مني أمي أن أرتب سريري، لكنني لا أستطيع الحركة، قدماي ثقيلتان كالرصاص! أعتقد أنني سأستأجر دجاجتين حمراوين بدلاً من ذلك. والآن، قالت أمي أن أضع الجوارب في أزواج، القيام بكل هذا العمل ليس عدلاً! ربما يمكنني استئجار بعض الأرانب! يا إلهي، لقد سرقوا ملابسي الداخلية!","","false"
"يؤلمني بشدة غضب صديقي. أشعر بالحزن والغضب في آنٍ واحد. من السيء أن يغضب صديقي لأن عقله يضطرب.","","false"
"قابلتُ للتوّ متنمر الشارع الرئيسي المسمى بيت. استيقظتُ للذهاب إلى المدرسة وارتديتُ ملابسي. ثم مشيتُ إلى الشارع الرئيسي وقميصي مدسوسٌ بعناية. ولكن، فجأةً، ضربني بيت، متنمر الشارع الرئيسي.","","false"
"في المزرعة أسمع خوارًا، أسمع نقرة، في المزرعة أرى خنزيرًا، أرى بطة، في المزرعة أسمع نباحًا، أسمع صفيرًا، في المزرعة أرى حصانًا، أرى خروفًا.","","false"
"يا فأر، يا فأر، أنت تعيش في منزل كبير جدًا، أطول منك بثلاث مرات. عندما اشتريت منزلًا يوم الجمعة الموافق 13، بدا هادئًا وجديدًا. بمجرد دخولك المنزل، انهار عليك.","","false"
"هذا هو الشعر كيف أحب الشعر","","false"
"أخي مزعج، مزعج للغاية. إذا كان لديكِ أخ، فسوف يُثير أعصابكِ. لذا، إذا قالت والدتكِ إنها حامل، فأتمنى ألا يكون المولود ذكراً، لأنه إذا كان ذكراً، فسوف يُثير أعصابكِ بالتأكيد!","","false"
"بعضها جميل ولطيف، وبعضها الآخر ممتع ومثير، وبعضها مبهج أيضاً","","false"
"هؤلاء الأوغاد يلعقون أصابعهم، وهؤلاء الأوغاد يلعقون سكاكينهم، ويتركون وراءهم حياة مقززة، ولهذا السبب أنا سعيد لأنني لست منهم - هل أنت كذلك؟","","false"
"عندما استيقظت ذات صباح، كان هناك لقلق على رأسي، فسألته: "ماذا تفعل هنا؟" نظر إلي وقال: "لقد أخذت طفلي ومزقت البيضة، ولهذا السبب أنا هنا، اسمي فريد".","","false"
"أتناول موزة بالملعقة كل عصر تقريبًا. وفي الساعة السادسة مساءً، أتناول موزة موضوعة فوق قطع من الطوب. وفي الساعة الواحدة والنصف ظهرًا، أتناول موزة. وعندما أستيقظ كل صباح، أتناول موزة دون أن أشخر. وقبل أن أنام كل ليلة، أتناول موزة مع الخبز. وبعد المدرسة كل صباح، أتناول موزة كاملة.","","false"
"زوي كسولة لدرجة أنها لا تستطيع حتى التفكير، أعتقد أنني مريضة بلا شك","","false"
"كان لوني هوب روحًا طيبة، كان يحب صيد السمك ولعب البولينج، وكان دائمًا يحمل برتقالة ليرميها، وكان يحب صيد السمك ولعب البولينج.","","false"
"الورود حمراء، والبنفسج أزرق، والحب جميل وأنت كذلك، لا تنسَ أن المدرسة رائعة!!!","","false"
"في الصيف يكون الجو حارًا جدًا، ويذهب الكثير من الناس إلى الشاطئ. في الخريف يكون الجو دافئًا، وتتغير ألوان أوراق الأشجار. في الشتاء يكون الجو باردًا جدًا، ويذهب الكثير من الناس للتزلج على الجبال. في الربيع يكون الجو دافئًا، وتنمو الأزهار وتتفتح.","","false"
"واسابي لديه أنف أسود، وأصابع قدميه سوداء أيضاً، إنه لطيف للغاية. يبدو رائعاً في البدلة السوداء. إنه لطيف حقّا حقاً حقاً حقاً حقاً.","","false"
"قطة ودودة، موهوبة، وكلب مشاغب وعنيد. رائع","","false"
