text,text_verified,verified
"عندما استيقظتُ ذات صباح، وجدتُ حلزونًا على إصبع قدمي. سألته: "ماذا تفعل هنا؟" نظر إليّ وقال بصوتٍ خافت: "لا تُبالي بي، أنا حلزون. لا تُبالي بي، أنا في السجن." هذا الحلزون الصغير الوقح، يظن نفسه في السجن. إنه مجنون، لكن ربما أكون كسولًا بعض الشيء. سأضطر إلى رميه من النافذة، سيكون مشهدًا رائعًا. هيا بنا. لذا، التقطته ورميته في كوب.","","false"
"صديقتي لا تعرف كيف لم ترَ البومة التي بدأت تحرث الأرض، عليّ أن أنحني، لا أعرف ماذا أفعل الآن. كان هناك حديقة حيوانات، وعُرض الفيلم، وكان العرض رائعًا، قلتُ واو، مثل تشاو","","false"
"كيف لي أن أعرف ما هو القوس باستخدام المحراث باستخدام البومة، وكيف سيعرف زو ذلك؟","","false"
"كان القط السمين داخل قبعة. كان القط يحب أن يربط فطيرة بالسماء. كان يحب أمه لكنها كانت تبكي في كل مرة يتنهد فيها. ربطتي تبكي لكن لا بأس.","","false"
"يُقدّم الفدج الساخن يوم الأحد. لذيذ كما كان في السابق. نحن أيضاً نُحضّره بنفس الطريقة اللذيذة. إنه لذيذ حقاً. أنت تحبه. وأنا أيضاً!","","false"
"النرجس البري متعة حقيقية، النرجس البري أنيق للغاية.","","false"
"أريد اقتناء حيوان أليف، لكنني لست متأكدًا من موعد ذلك. سألت أبي اليوم وقلت له: أريد دبًا. قال أبي: هل يمكنني اقتناء دب؟ فأجاب: لا. لماذا يا أبي؟ لأنها شرسة وشعرها كثيف جدًا. حسنًا، هل يمكنني اقتناء فيل؟ قال: لا. لماذا؟ سأعتني به. قال أبي: لا، لأنها كبيرة جدًا. حسنًا، هل يمكنني اقتناء كلب؟ قال أبي: نعم. فذهبنا إلى متجر الحيوانات الأليفة. هل يمكنني اقتناء خنزير؟ فأجاب: لا!","","false"
"أخاف من المطر. المطر صاخب وبارد. المطر يُكوّن بركاً.","","false"
"أعرف طفلاً اسمه نيلي. كانت رائحته كريهة للغاية. كان يحب أكل المسكيتشيلي. لديه بطن كبير. كان يحب الذهاب إلى محل بيع الأطعمة الجاهزة. كان يعيش على الشمس. كانت حارقة للغاية. كان لئيماً وغير لطيف. كما أنه يحب الجيلي. الشمس ساطعة جداً. كان طفلاً سيئاً. لذلك لا أهتم به على الإطلاق. أتمنى أن يتحول وجهه إلى اللون الأصفر. وأتمنى أن يزمجر.","","false"
"أتناول رقائق البطاطس في الساعة السادسة مساءً تقريباً كل يوم. وأتناولها أيضاً على الطوب في المساء تقريباً كل يوم.","","false"
"هذا الشيء لامع، صغير، وقد يؤذيك. شيء شائع، يمكنك البحث عنه في منزلك أو حديقتك. في الحقيقة، يجب أن أخبرك، إنه من اللوازم التي تستخدمها. أعتقد أنك لن تستطيع تخمينه! إنه مشبك ورق!","","false"
"ليلةٌ رعديةٌ ستراها، ستكون مخيفةً للغاية، أنت وأنا فقط. رؤية البرق ستجعلك تركض مذعورًا. لكن عندما تُشغّل ضوءك الليلي، سترى أنه ليس مخيفًا جدًا.","","false"
"فشار مقرمش، بنكهة الزبدة، رائحته وطعمه رائعان، وجبة خفيفة لذيذة","","false"
"أمطار أبريل، أزهار جميلة، تنظر إلى الشمس وتستمتع. ها هي الأمطار تهطل لتساعدها على النمو، والآن يمكننا الاستمتاع بعرض الأزهار.","","false"
"كان هناك دب يأكل الشعر، وكان يأكل الكمثرى - الكمثرى المحلوقة! أجبرته على مشاركة بعض الشعر، مما جعلني أحصل على بعض الشعر، لكن الدب لم يهتم بالشعر الموجود على تلك الكمثرى!","","false"
"أنا خبير في الرسم، أحب التفاح، أستمتع بالقراءة، كاتب استثنائي.","","false"
"عندما استيقظت ذات صباح، وجدت قردًا على رأسي. سألته: "ماذا تفعل هنا؟" نظر إليّ وقال: "مرحبًا، أنا تيد." ثم عدت إلى الفراش.","","false"
"صلصة التفاح وقطع البطاطس المقلية، ضعها في أوانٍ. حوّلها إلى نقاط. ثم استدعِ ثعلباً.","","false"
"سأغمز للزنك الذي يشرب الحبر الوردي في الحوض والذي رُشّ برائحة كريهة بالأمس.","","false"
"كان هناك برقوق غبي، فقلت له: "تعال"، فقال: "هو-هم"، فقلت: "أنت أيها البرقوق الغبي".","","false"
"رأيتُ بيتزا بحجم الشمس. حاولتُ أكلها لكن فمي خدر. جمعتُ بعض الأشخاص الذين لم يشبعوا منها. أكلوها حتى أصبحت فتاتًا صغيرة.","","false"
"هي تحب الأكل. تحب النوم. عندما أحتضنها، تغفو. إنها حنونة. إنها دافئة. كانت هكذا منذ ولادتها. اسمها بودا وهي قطتي السمينة.","","false"
"هي رمادية. هي بيضاء. تحب اللعب ليلاً ونهاراً. هي صغيرة. هي متناهية الصغر. لذا انتبهوا! إنها بارعة في الاختباء. تحب اللعق والعض. عندما تبحثون عنها، تكون قد اختفت عن الأنظار. تحب القفز والوثب. على ألعابي، تحب الانقضاض. أراهن أنكم تتساءلون ما هي. إنها قطتي الصغيرة. ذات الوجه الفروي، بالطبع.","","false"
"لو كانت المدرسة أشبه بلعبة البيسبول، لكان علينا فقط اللعب. كنا سنقضي وقتنا تحت أشعة الشمس ونجري طوال اليوم. لن نضطر للدراسة، بل سنتدرب ونتمرن، والأفضل من ذلك كله أنهم كانوا سيلغون الحصص عندما تمطر.","","false"
"رجل الثلج أبيض و متألق، كل هذا الثلج جعله ساطع. رجال الثلج جميعهم في غاية البهجة، ربما لأنني أهديتهم أغصانًا من نبات البهشية!","","false"
"أجلس وآكل، هذا ما أفعله، أجلس وآكل، في الخارج على الكراسي، وفي الداخل على الطاولة. الجلوس على الكراسي ممل. الطاولة باردة. هيا يا دكتور، افحصني!","","false"
"اسم كلبي سام. إنه كلب لابرادور أسود، ويحب لعب جلب الكرة.","","false"
