id,title,author,grade,text,char,valence,arousal,dominance
104987,I Love The Zoo,,1,"roses are red,  violets are blue.   i love the zoo.   do you?",62,3.782155513763428,3.3670382499694824,3.2775728702545166
67185,The scary forest.,,1,the forest is really haunted.  i believe it to be so.  but then we are going camping. ,87,2.792827844619751,3.1498241424560547,3.0690455436706543
103555,A Hike At School,1st grade-wh,1,"i took a hike at school today  and this is what i saw     bouncing balls      girls chatting against the walls     kids climbing on monkey bars     i even saw some teachers' cars     the wind was blowing my hair in my face     i saw a mud puddle,  but just a trace all of these things i noticed just now on my little hike. ",324,3.167750358581543,3.3023056983947754,3.1766536235809326
112483,Computer,a,1,"you  can  do  what  you  want  you  can play a  game    you can do many things,   you can read and write",106,3.477606773376465,3.2537190914154053,3.373314380645752
74516,Angel,aab,1,angel oh angle you spin like a top angel oh angel you will never stop can't you feel the air  as it blows through your hair angel oh angel itisto bad your a mop!,164,3.598559856414795,3.8438332080841056,3.248240232467652
114693,Nature Nature and Nature,aadhya,1,"look at the sun, what a beautiful day.  under the trees, we can run and play.  beauty of nature, we love to see,  from tiny insect to exotic tree.  it is a place to sit and think,  nature and human share the deepest link.  nature has ocean, which is in motion.  nature has tree, nature has river.  if we destroy the nature we would never be free.  our nature keeps us alive,  we must protect it, for society to thrive.  we spoil the nature, we spoil the future.  go along with nature, for your better future. ",491,3.6193883419036874,3.381725311279297,3.330548048019409
46453,Jack,aaliyah,1,"dog  playful,  energetic running,  jumping,  tackling my is my friend jack",74,3.547236442565918,3.4499447345733643,3.304936647415161
57397,When I awoke one morning,aanna,1,"when i awoke one morning,  a dog was on my  head.  i asked ,  ''what are you doing there?' it looked at me and said  ''woof!'' ''wouldn't you like to be outside playing?''said the man ''i'm staying here and playing here. '' said the dog he played all night and day. he came inside his new house and played inside a wet wet day. ",325,3.166578769683838,3.4037539958953857,3.157470226287842
77201,My Blue Berries and  My Cherries,aarathi,1,i went to my blue berry tree they were no blue berries found i went to another tree to get some more free but found none but cherries round. ,143,2.7250418663024902,2.9712209701538086,3.059244155883789
40520,A snowy day,ab.,1,"one snowy day the children went outside to play in the snow.  they threw snowballs,  went sledding and made a snowman.  afterwards they went inside to drink warm hot chocolate.  it was a fun snowy day",199,3.9233105182647705,3.47171688079834,3.3112905025482178
44943,Mac n&apos; cheese,abbey,1,i am really lazy i eat like crazy i eat mac n' cheeze i always say please,76,2.53799819946289,3.176530122756958,3.061232089996338
44939,Know your song,abbey,1,know your song is wrong know your song is right believe in yourself  it takes you on a journey anywhere you want to be know your song is wrong  know your song is right just beleive in yourself it takes you wherever you want to be,232,3.4099156856536865,3.3336181640625,3.3726789951324463
83650,LADYBUG!,abby,1,"i saw a ladybug,  her name was sue   she tried my glue. i told her not to. ",75,2.778353452682495,3.134200096130371,3.1340582370758057
28360,How   I    Eat    Hotdogs,abby,1,"almost   every    afternoon,  i  eat   hotdogs   on   a  spoon.  every  evening     right     on    six,  i   eat   hotdogs    stacked  on   bricks  every   monday   right   on   five,  i  eat   hotdogs  while   i   drive.  every    tues.    right    on   9,  i   eat   hotdogs   even   though  it`s     past   my   bedtime.    that`s  how  i  eat   hotdogs    every    day",370,3.222961902618408,3.132664203643799,3.263188123703003
