id,title,author,grade,text,char,valence,arousal,dominance
40942,Alisa Alisa,shelby,3,"my friend alisa,  likes to eat pizza.  cute is her name,  and friendship is her game. ",85,3.721859216690064,3.3503942489624023,3.3033392429351807
14359,Nickels,shelby,3,"almost every afternoon,  i eat nickels with a moon.  every evening right at six i eat nickels stacked on sticks.   almost every afternoon,  i eat nickels with a loon.  every evening right at nine i eat nickels stacked on vines.   almost every afternoon,  i eat nickels with a spoon.  every evening right at six i eat nickels stacked on bricks. ",338,3.2163524627685547,3.039261817932129,3.2317044734954834
34764,Friends are like Family,shelby,3,friends are like family  they always take  care of you like when you get a scrape or a cut.  but family means more to you and me and it's not because you know them more and it's not because they love you more it's because friends are like family. ,248,3.4004359245300293,3.30452561378479,3.3089499473571777
90006,Animals,shelby,3,awesome nice i love them my class is going to see some adoreable loveable,76,4.4706549644470215,3.7817907333374015,3.41253924369812
90673,Family,shelby,3,freaky&lt;br&gt;awesome&lt;br&gt;mine is awesome&lt;br&gt;intellagent&lt;br&gt;lovable&lt;br&gt;youthful&lt;br&gt;,117,3.8435025215148926,3.463164567947388,3.305655241012573
14840,Chocolate,shelly,3,"almost every afternoon i eat chocolate with a spoon.  almost every day at 3 i eat chocolate in a tree.   almost every day at 4 i eat chocolate knocking at my friends door.  almost every day at 5 i eat chocolate in a beehive .  almost every day at 6 i eat chocolate on a stick.  almost every day at 7 i eat chocolate in heaven.  almost every day at eight i lick chocolate off my plate.  almost every day at nine,  i eat chocolate 'til i'm not fine.  almost every day at ten i eat chocolate all over again!!",502,3.690882682800293,3.7174792289733887,3.365246295928955
44405,My Very Odd Fish,shelly,3,"i've got a crazy fish a very crazy fish i want to make a wish  so it won't go crazy it's not delicate as a daisy it fights with a pipe  i think it likes to gripe and gripe over the fact that its tank is smaller than a hat it's not a goldfish it's a black, gray, orange. . .  chinese tigerfish!",291,3.0973448753356934,3.5951685905456543,3.2414774894714355
67933,Cats,shendoah,3,they lick their paws     they lick their fur  always wondering around. ,73,3.280672073364258,3.208963632583618,3.16311264038086
14634,Give Me an A,sherick,3,roses are red voilets are gray i gave you my paper know give me an a. ,72,3.105347156524658,2.982729434967041,3.243468761444092
90994,Best Friend Forever,shermae,3,my best friend love me!. . . she is the best. she is funny!!!                      i love you!,93,4.606436252593994,3.9378347396850586,3.3872878551483154
