id,title,author,grade,text,char,valence,arousal,dominance
108639,Flower Baby,aanise,7,there has been a flower baby that has been born. if you want one you take one cup of green coloring and one cup of purple and one cup of pink and one cup of blue then you put them in different bowls.  then you take one baby and put it in medium warm water and let it sit for 20 secounds. then you pour all of the color in the water and let it sit for ten secounds.  then feed the baby some water. then take two cups of dirt and sprinkle it around and then you take the whole thing and let it sit for one min and give it some water and in ten secounds you have your flower baby. ,575,3.372797966003418,3.109241485595703,3.2829718589782715
97166,The Dog And The Peanut,aaron,7,"when i awoke one morning a dog was on my head.   i asked him '' what are you doing there'' he said there was a peanut on your head.  i said well where is it now?  the dog said with a pause i ate it.   i sarcasticly said ''good for you''  now get off of me!!!  and get out of here!  the dog said i don't have to  it's a free world,  because i'm still allowed to eat at dawn,  noon or night.   the boy says it's not a free world  you have to pay taxes.   but i'm a dog i have no paws. ",478,2.8570542335510254,3.555663108825684,3.309335470199585
92808,I am so awesome (not Isaac),aaron,7,"i am so great,  i am so great everybody loves me (not isaac) i am so great",76,4.634098529815674,3.958569049835205,3.417487382888794
53996,Snow,aaron,7,its falling hard its is falling slow o yeah it snow  it fills the roads the walkways too i can't believe there's no school. ,126,2.4931535720825195,3.258975982666016,2.9310052394866943
51050,Equal,aaron,7,"is a bush a tree? why wouldn't it be? all is a tree! can't you see? is a shrub a bush? of course! we're all equal,  in this world.  all is a tree! can't you see? now you tell me,  is a bush a tree?",197,3.048686981201172,3.250274658203125,3.2106261253356934
116765,Sharpie,aaron,7,sharpie is magic.  permanently ready for your notebook paper. ,63,3.7617692947387695,3.564296007156372,3.360801935195923
44388,I Made a Mistake,aaron,7,"i went to the store to buy some hot cheetos,   i made mistake and bought some dorito's.    i went with my friend to go play around,  i made a mistake and fell to the ground.   i went to the store to buy some eggs,  i made a mistake and bought chicken legs.   i went to my house to sit on the couch,  i made a mistake and sat on my mom and said ouch!  i went to my room and began to cry,   i made a mistake and said bye. ",414,2.3656599521636963,3.37778377532959,2.870170831680298
104297,Cookout,aaron,7,my family is a cookout:dad is the grill; always on fire:mom is the charcoal inside the grill; always supporting my dad's fire: my brother is the burger always giving people a mouthful: i am the water: always giving peolpe what they want. ,240,3.5464541912078857,3.350245475769043,3.3342230319976807
91503,Tomatoes VS. Potatoes,aaron,7,"tomatoes,  tomatoes,  oh how i love you tomatoes! you're plumpy, not bumpy or lumpy or jumpy.  tomatoes,  tomatoes,  you're much more delicious than icky potatoes. ",160,4.248517036437988,3.82694149017334,3.483673095703125
49364,Lion,aaron,7,"territory taker,  animal shaker,  \t prey taker,   animal archer,   flesh eater,  animal beater,   blood spiller,  animal killer,   big cat,  not a pat:  one big cat!!!",163,2.5618810653686523,3.7508773803710938,3.318525075912476
73156,Spicy Wings,aaron,7,"i love buffalo wild wings,   tasty wings with every bite,   crunchy on the outside,   soft in the middle,   pounds of barbecue sauce in my mouth,    honey mustard too, ",166,3.825622081756592,3.600097179412842,3.363033533096313
15495,I am alive!,aaron,7,"i am a lonely pine blowing in the wind.   i am a windy,  dreary,  spring day.   i am an asteroid floating with the stars.  i am a blue jay soaring in the open sky.  i am the calm sea on a hot summer day.  i am gold on young ladâ’s neck going to beautiful landscapes.  i am the song lighting up peopleâ’s lives.  i am orange and red panting color into the earth.  i am the light of day putting life into peopleâ’s lives.   i am alive!  i am alive!",440,3.6700439453125,3.6018190383911133,3.3085458278656006
60391,My Video Game,aaron,7,"punching,  throwing,  basing,  smashing,  flying,  beating,  it may not be real,  it is real to me,  it is my video game. ",116,3.0304670333862305,3.45915961265564,3.1898043155670166
65209,My Dog and I,aaron,7,my dog and i were walking down the street behind us we heard tapping of feet we started to run  we knew this wasn't fun i told my dog ''find mr. cone''  i thought i was dead  then i woke up and was home,204,2.4589991569519043,3.4803171157836914,2.863654375076294
72222,Crazy Cat,aaron,7,"active and crazy,  sometimes lazy and hazy,  but never dazy. ",61,2.880211353302002,3.1015470027923584,3.1516568660736084
111799,Baseball,aaron,7,baseball such a fun game hit the ball and run fast fun to hit a homerun and run baseball bat,96,3.806384086608887,3.657803535461426,3.3904387950897217
111809,Food,aaron,7,f ood is amazing o ctupus o atmeal d esert,45,3.9249424934387207,3.6140365600585938,3.3608341217041016
104079,Mr. Red,aaron,7,"hello,  im mr.  red! i love to climb tall oaks but saddens me when im chased up by smokers i feel happy and safe when im with ms. linus i want to tell ms. linus,  â“thanks for protecting me from those smelly huntersâ”. ",219,3.7533462047576895,3.61348032951355,3.3361895084381104
32694,My Bedroom,aaron johnson,7,"the sunshines threw like a summer day,  this is where i like to stay.  sometimes clean, sometimes nice, i'am glad i have no mice. i keep most of my stuff here, when my brothers go in and mess with my stuff i just get mad and say o dear. it is as bright as the summer bloom yes this is my bedroom. ",309,3.47162127494812,3.301227569580078,3.276020765304565
115699,You&apos;re still the one,aarya,7,"hold my hand once and,  i will forget the pain.  trust me once and,  i will be the most trust-worthy person in your life.  care for me once and,  i will be the happiest one.  touch me once and,  i will forget the whole world.  love me once and,  i will be all yours'; only yours'.  coz,  you're still the one",300,3.8979105949401855,3.686575174331665,3.393547773361206
102832,Band,aaryn,7,"i'm in a band i play the drums others sound very grand as the melody sweetly hums flutes,  clarinets,  trumpets and trombones of course there are more with all their beautiful tones instruments,  sounds and music galore! as the day moves by we pack up our things but there is no need to cry we will see what the new day brings. ",327,3.7755093574523926,3.6488869190216064,3.362680673599243
50033,"The Sea,The Mountain,The Breeze and Me",aateka,7,"as i stand in my balcony,  i feel the wind go through my hair.  the red cedar outside my bedroom window moves as if by magic.   it does not talk to me,  but instead, i talk to it.  i tell it about the sea,  who's still waters make me feel one with myself.   i tell it about the mountains,  who share their sorrows and good moments with me i tell it about me,  who is now as calm and peacful as the birds in the distant.   i now tell the red cedar about the sea, the mountains and the breeze.   the distant noise of the vehicles do not disturb me.  the sound of waters and mountains make me feel peaceful.  then i realize that this is me,  and i am very happy to be me. ",655,3.616712093353272,3.411262989044189,3.2794852256774902
37176,Her Ears,abbi,7,"her ears are soft like velvet,  they flap like the flag in the wind.  if i could change her long,  black ears,  to be pointy,  brown ears,  i would not!",149,2.7723724842071533,3.48188853263855,3.269890069961548
105697,Bunnys,abbie,7,"bunnies,  bunnies everyware bunnies,  bunnies in my hair bunnies big and bunnies small bunnies,  bunnies i like them all. ",121,3.6798837184906006,3.41292667388916,3.28153920173645
104704,Eraser,abbie,7,"my eraser sits apon a pencil,  little eyes staring,  big ears sticking out,  a curl of hair on top,  my blue monkey eraser is perfect",132,3.624533653259277,3.411030530929565,3.3401198387146
104701,Kai,abbie,7,"one cute kitten,  walks like a mini lion,  spots and strips,  brown and black,   jumps and glides through the air,  thump,  hits the ground and runs",145,3.348487138748169,3.515538692474365,3.191598653793335
104705,Pencil,abbie,7,"pencil snow white,  jet black tip pressing lightly on the paper,  barely leaves a mark",87,2.924526691436768,2.950889110565185,3.106121063232422
50831,A Sweet Lullaby,abby,7,"as it soars through the air swiftly, as quiet as a mouse,  it likes to sing a peaceful song.  it goes like this. . . tweet, tweet, tweet.     up high in the sky you will here a noise,  a beautiful noise, a song,  a sweet sweet lullaby.      now there it goes,  flying away,  far away, tweet, tweet, tweet. flying away.  far far away.     listen now to the quietness.  it is lonely.  the songs are gone.  the wind is still,  like when it feels as if nothing is there except you.  there goes the song,  the sweet lullaby,  flying away.  far far away!",522,3.4307785034179688,3.4796032905578613,3.2215092182159424
105832,My Shoes,abby,7,my shoes are yellow.  my shoes remind me of a lemon.  my shoes are like a big fat round head.  my shoes hate people. ,116,2.524023056030273,3.169750452041626,3.060628652572632
105662,Person,abby,7,this girl is as funny as a bunny.  her smile shines like the sun.  her hair is  as curly as a fresh  curly fry.  she smells  as fresh as a home made apple pie. ,159,4.067071437835693,3.687397718429565,3.290534496307373
25379,The Big Oak Tree,abby,7,"what a wonderful tree,  the big oak        tree,  that sits outside my house all day.  dreaming of the day it can float away,  and for once be full of glee.   but oh,  no,  it wonâ’t ever move from that spot,  for firmly in the ground it will stay.  it will never float away,  that poor,  poor old oak tree.   i wonder how long itâ’s really been there in that spot? itâ’s whole life iâ’ll never know.  i wonder who really wanted it to thrive and grow? that big oak tree of mine.   i love spending my time with that tree,  it soothes me when iâ’m blue.  i wonder if it will ever be soothing you? iâ’ll never ever know. ",606,3.499246120452881,3.507917881011963,3.233243942260742
91829,Trees,abby,7,out in the forest&lt;br&gt; trees are growing tall and strong&lt;br&gt; they are dying too. ,94,2.7125115394592285,3.164671897888184,3.0295684337615967
109002,Art,abby,7,"a blank canvas untouched,  empty confusing,  mind-twisting,  uncomprehending but,  an idea has struck the artistâ’s mind,  painting,  creating,  fulfilling,  complete,  beautiful a piece of artwork",192,3.7878377437591553,3.6415257453918457,3.356145143508911
109003,The Moon,abby,7,"the moon,  soft in a dark sky,  translucent,  glowing,  as it sheds the only light,  that leads us through the night",114,3.3485970497131348,3.195018529891968,3.1997437477111816
16517,Toes,abby,7,"long,  short,  wide or tall  toes share one foot,  yet aren't the  same at all.   they help you run,  and walk,  and play.   toes are the reason we get by each and  every day.   without toes you would surely fall,   without toes you could not even kick a  ball.    so that is why we need our toes,  to   reach up high,  and smell a pretty rose!",335,3.511971235275269,3.556008815765381,3.378863573074341
84483,I Know I&apos;m Home,abby,7,"mother life is like crossing a road,  i jump in the road,  a car comes,  i jump out,  people keep hitting me and i can't stop it,  i see you standing there telling i can make it,  i feel like i can make,  when i finnaly do i feel warm,  and when i hear your voice,  see your face,  and feel your arms i know i'm home. ",310,3.3200814723968506,3.677544355392456,3.17156982421875
113040,Toast,abby,7,on every full moon in the month of june i eat toast with a crazy baboon.  every tuesday morning at nine i eat toast buttery and fine.  every monday evening at seven  i eat toast with the angels in heaven.  every sunday precisely at lunch i eat toast with a crunch &amp; munch.  the whole wide world should love toast but i think i love it the most. ,347,3.7760162353515625,3.5518336296081543,3.3564453125
80135,Abby,abby,7,a- athletic  b- beatifull  b- bubbly  y- young hearted,59,3.34128212928772,3.07315444946289,3.2399189472198486
117412,Paris,abby,7,"the city of lights,  what a delightful view.  the city of love,  filled with passion and poise.   the city of lights,  shines the exquisite star.  symbolizing freedom and liberty,  the strong eiffel tower.   the city of lights is the most visited city.  but one day,  it tasted a tragic event.   the city of lights,  now in the dark.  the weapons roar throughout the stadium,  and shriek into the night.   the city of lights,  shot down and bombed.  the people who did it,  do not know paris. ",479,3.081411838531494,3.4710123538970947,3.133985996246338
110887,Circle,abby,7,a circle so simple and round it doesn't make the quietest sound it's used for a face  and a mounth open wide and a shoe for someone who's taking a stride,156,3.053427457809448,2.971001148223877,3.1979634761810303
18248,Giggle,abby,7,giggle giggle it's the funnest thing to do just giggle and giggle thats all i do. ,84,4.107309818267822,3.789298534393311,3.3602867126464844
