id,title,author,grade,text,char,valence,arousal,dominance
56763,My Self,justin,7,my eyes are black my teeth are huge my face looks like a shoe i have two left feet but two right hands i wish that they would switch,135,2.592627048492432,3.261939525604248,2.960016250610352
16833,The Way I Love You,justin,7,your face is as soft and as beautiful as the spring flowers.  your eyes are the most colorful shade of ocean blue.  long strands of hair float in the breeze for endless hours.  love does not even begin how i feel for you.  there will never be another relationship beside ours you are like an eagle soaring in the vast sky blue i promise i will never be a coward you and me are like a cow and it's moo you are the most perfect person i knew. ,440,4.132014274597168,3.839132785797119,3.317699909210205
24688,A monkey i would be,justin,7,if i could be any animal i wanted to be                                                     i would be a monkey                                                and jump through the trees                                                   i would eat lots of fruits                                                     oh so carless and free                                           oh what fun being a monkey would be                                                       iâ’d lay in the shade                                                   under a huge maple tree                                                         slurping up bug                                                       picked off of brittany                                               this is why i want to be a monkey. ,798,3.3935141563415527,3.2715625762939453,3.2585794925689697
67258,School,justin,7,school helps you learn it is so fun homework,47,3.8554065227508554,3.442505359649658,3.402733564376831
80929,&apos;&apos;Hockey&apos;&apos;,justin,7,"checking,  shooting,  passing    he makes the save         hockey",66,3.1695709228515625,3.154701232910156,3.210117816925049
80931,&apos;&apos;People&apos;&apos;,justin,7,"tall,  short,  fat  live in house     mamals",45,3.048779010772705,2.908172607421875,3.1676275730133057
29826,Dogs Outside,justin,7,there were these furry black dogs outside in their owners garden one day.  the dogs played and whined and looked very cute close together.  so the owner went outside to watch and was happy watching them play.  then he picked them both up like babies and took them inside for the night.  then they went to sleep with owner and was so comportable and had a good nights sleep. ,372,3.7926297187805176,3.4410951137542725,3.273016929626465
29828,Dogs Outside,justin,7,there were these furry black dogs outside in their owners garden one day.  the dogs played and whined and looked very cute close together.  so the owner went outside to watch and was happy watching them play.  then he picked them both up like babies and took them inside for the night.  then they went to sleep with owner and was so comportable and had a good night's sleep. ,373,3.80792236328125,3.4493885040283203,3.274019956588745
44461,Need a Friend,justin,7,if you need a friend don't look to a stranger you know in the end i'll always be there  when you're in doubt and when you're in danger take a look around and i'll be there,175,3.143359661102295,3.3160462379455566,3.299905776977539
44456,Soul,justin,7,"feelings being pent up bent up my head,  heart,  and soul to cross this bridge,  have to pay the toll to unlock the true feelings of my soul.    feelings got pushed down a hole that empty part of the soul how to fill the gap between head,  heart,  and soul just need to find a way to release the pain.    to fill the void of the pain you need to gain,  gain to join the sane grab a hold of the pain and set it free to be to be released from within. ",443,2.782888412475586,3.291121244430542,3.0891191959381104
44637,Need a Friend,justin,7,if you need a friend don't look to a stranger you know in the end  i'll always be there   when you're in doubt and when you're in danger take a look around and i'll be there,176,3.144817590713501,3.307980537414551,3.30070424079895
101415,An Average Car,justin,7,"metaphor poem by justin  11/2/09  â“an average carâ”  my family is an average car with some minor dents and scratches but still rolling along.   my dad is the steady steering wheel,  guiding us through complex obstacles that our family constantly faces.   my mom is the tough rubber around the metal frame of the tires,  absorbing all the bothersome bumps so that we can be comfortable.  my brother is the a. m.  radio,  providing continuous but sometimes annoying entertainment.    and i am the inconspicuous dome light,  that they donâ’t know is there until they need it. ",568,3.0210752487182617,3.0191242694854736,3.1529321670532227
16661,FISHING,justin,7,you go in the morning as the sun peeks over the mountain.  the grass is damp and cool to the touch.  then you grab your gear and head to the lake.  the sun has risen slightly more.  fish are jumping out of the brilliantly shining lake.  now you are    fishing. ,258,3.416467666625977,3.269087791442871,3.27180290222168
31594,Art,justin,7,art is funny in some sort of way sometimes its good from a long hard day  its hard to explain how i feel throughtout this the way i can draw brings me such bliss,165,4.039950847625732,3.6922531127929688,3.367909669876098
35999,The Regretful Man,justin,7,"there was a man who stepped on an ant who rush for his life to the tree of live  he reaches the tree of life.  but sat on a hive.  it was as high as a giant and as hard as if it is made of iron.   he rushed to run from the bee  so he fled,   he rush to the pond but now its no point. ",284,2.7350189685821533,3.401383638381958,3.0440680980682373
